date,GLD,IEF,SPY,USO,UUP
2012-04-09,0.006696,0.010235,-0.011231,-0.007387,-0.003378
2012-04-10,0.010855,0.004683,-0.016785,-0.011804,0.001582
2012-04-11,-0.000217,-0.0039,0.008094,0.012984,-0.001354
2012-04-12,0.010151,-0.002006,0.013066,0.011023,-0.006778
2012-04-13,-0.011371,0.006029,-0.011888,-0.007353,0.008189
2012-04-16,-0.002425,-0.000285,-0.000656,0.000766,-0.004061
2012-04-17,-0.001184,-0.001047,0.014827,0.011741,-0.000453
2012-04-18,-0.00599,0.002,-0.003394,-0.014884,0.0
2012-04-19,0.000753,0.001141,-0.006421,-0.002305,-0.000453
2012-04-20,0.00069,9.5e-05,0.00167,0.011037,-0.005442
2012-04-23,-0.002946,0.001994,-0.008409,-0.009139,0.003192
2012-04-24,0.001446,-0.002558,0.003801,0.003587,-0.002727
2012-04-25,0.002009,-0.001235,0.013692,0.006127,-0.002279
2012-04-26,0.008834,0.003329,0.006969,0.003045,-0.00137
2012-04-27,0.002174,0.001043,0.001641,0.002277,-0.00183
2012-04-30,0.003098,0.000852,-0.003704,0.001514,-0.000458
2012-05-01,-0.003459,-0.003406,0.00622,0.011845,0.000917
2012-05-02,-0.004525,0.001899,-0.002949,-0.006476,0.003207
2012-05-03,-0.010088,-9.5e-05,-0.007661,-0.026573,0.000913
2012-05-04,0.003145,0.00398,-0.016158,-0.03966,0.004106
2012-05-07,-0.002446,-0.000283,0.00073,-0.006436,0.001363
2012-05-08,-0.019361,0.002266,-0.004012,-0.004858,0.002269
2012-05-09,-0.009808,0.000848,-0.005932,-0.009493,0.004074
2012-05-10,0.001942,-0.001412,0.002063,0.002464,0.000902
2012-05-11,-0.007818,0.003299,-0.003014,-0.00956,0.001802
2012-05-14,-0.014522,0.004416,-0.011061,-0.017926,0.004272
2012-05-15,-0.010507,0.000281,-0.005742,-0.009267,0.008283
2012-05-16,-0.00187,0.000748,-0.003832,-0.006519,0.00222
2012-05-17,0.022347,0.003738,-0.014824,-0.000285,-0.000886
2012-05-18,0.011453,-0.000652,-0.008559,-0.017409,-0.003991
2012-05-21,0.000647,-0.002608,0.017188,0.020912,-0.003117
2012-05-22,-0.016618,-0.002148,0.001743,-0.019061,0.010273
2012-05-23,-0.003025,0.002621,0.00053,-0.011311,0.003537
2012-05-24,-0.001385,-0.002147,0.001966,0.004987,0.003965
2012-05-25,0.008388,0.0029,-0.003244,-0.001167,0.001316
2012-05-29,-0.010872,-0.00084,0.012112,0.000292,-0.000876
2012-05-30,0.005893,0.009523,-0.01451,-0.035349,0.007895
2012-05-31,-0.001909,0.003884,-0.002201,-0.012417,0.000435
2012-06-01,0.038781,0.007001,-0.025177,-0.036185,-0.003045
2012-06-04,-0.001143,-0.005763,-0.000468,0.0105,-0.004363
2012-06-05,-0.001144,-0.003312,0.007572,0.0,0.003506
2012-06-06,0.000446,-0.006555,0.022468,0.01228,-0.008297
2012-06-07,-0.017238,0.002416,0.000606,-0.013375,0.001321
2012-06-08,0.001489,0.000742,0.007952,0.002522,0.003078
2012-06-11,0.004072,0.002686,-0.01266,-0.034623,0.001315
2012-06-12,0.007076,-0.005358,0.011452,0.023323,-0.003503
2012-06-13,0.004222,0.005294,-0.006395,-0.010027,-0.003076
2012-06-14,0.00401,-0.002679,0.0106,0.020257,-0.003967
2012-06-15,0.00057,0.004632,0.00502,-0.003152,-0.004425
2012-06-18,0.00057,-0.000277,0.001938,-0.009801,0.004444
2012-06-19,-0.004876,-0.003413,0.009673,0.011494,-0.007522
2012-06-20,-0.007572,-0.002036,-0.001621,-0.037563,0.001337
2012-06-21,-0.025357,0.002133,-0.022439,-0.033946,0.010686
2012-06-22,0.004111,-0.00435,0.007702,0.021898,-0.002203
2012-06-25,0.007337,0.005484,-0.016035,-0.009967,0.00309
2012-06-26,-0.007414,-0.002219,0.005026,0.000336,-0.001761
2012-06-27,0.001376,0.00139,0.009039,0.013083,0.003086
2012-06-28,-0.011647,0.003238,-0.002876,-0.023179,0.001319
2012-06-29,0.027408,-0.004611,0.024964,0.078983,-0.013608
2012-07-02,-0.000644,0.00315,0.002976,-0.012567,0.002225
2012-07-03,0.015282,-0.002494,0.006608,0.048043,-0.000888
2012-07-05,-0.011305,0.002685,-0.004527,-0.009715,0.013333
2012-07-06,-0.012654,0.003509,-0.009504,-0.031576,0.006579
2012-07-09,0.002147,0.002761,-0.001255,0.01836,-0.00305
2012-07-10,-0.01227,0.000459,-0.00872,-0.020205,0.003497
2012-07-11,0.005521,-0.000917,0.000149,0.025698,0.000871
2012-07-12,-0.002615,0.002295,-0.004845,-0.004021,0.002176
2012-07-13,0.010158,-0.000824,0.016778,0.014907,-0.004342
2012-07-16,0.000454,0.0022,-0.002357,0.013464,-0.003053
2012-07-17,-0.004799,-0.002561,0.006867,0.00785,-0.000875
2012-07-18,-0.002737,0.001009,0.007407,0.009287,-0.000876
2012-07-19,0.002156,-0.001466,0.002621,0.028198,-0.000438
2012-07-20,0.001891,0.003945,-0.009148,-0.012702,0.007453
2012-07-23,-0.004165,0.001645,-0.010112,-0.035088,0.001306
2012-07-24,0.003202,0.001916,-0.008624,0.004546,0.003911
2012-07-25,0.014005,0.000546,0.000261,0.00181,-0.005195
2012-07-26,0.007066,-0.003095,0.016497,0.006022,-0.010009
2012-07-27,0.004912,-0.007213,0.018396,0.007782,-0.00044
2012-07-30,-0.000698,0.003219,3.6e-05,-0.006534,0.001319
2012-07-31,-0.005971,0.001742,-0.006994,-0.023019,-0.002635
2012-08-01,-0.008627,-0.005124,-0.000871,0.014994,0.007045
2012-08-02,-0.00651,0.002391,-0.006905,-0.017184,0.001749
2012-08-03,0.009213,-0.00523,0.019826,0.045092,-0.012222
2012-08-06,0.004822,0.000646,0.001945,0.010273,-0.001326
2012-08-07,-0.000128,-0.005254,0.005014,0.014236,0.0
2012-08-08,0.00128,-0.00139,0.001212,-0.001146,0.00177
2012-08-09,0.003259,-0.000742,0.000854,0.001721,0.003534
2012-08-10,0.00121,0.002879,0.001636,-0.00229,-0.001761
2012-08-13,-0.007571,-0.000648,-0.000497,-0.005452,-0.001323
2012-08-14,-0.005513,-0.004911,0.000142,0.007501,0.000442
2012-08-15,0.003223,-0.005028,0.001136,0.007732,0.002648
2012-08-16,0.005976,-0.002433,0.007379,0.010514,-0.003521
2012-08-17,0.001022,0.00122,0.001338,0.010967,0.001767
2012-08-20,0.003446,0.000562,7e-05,-0.003338,-0.001323
2012-08-21,0.009984,0.000843,-0.003024,0.004186,-0.006622
2012-08-22,0.010766,0.007766,0.000423,0.00667,-0.004889
2012-08-23,0.008409,0.001764,-0.008144,-0.0127,-0.001786
2012-08-24,0.000494,-0.000463,0.006007,-0.002237,0.003132
2012-08-27,-0.003766,0.002596,0.000212,-0.001962,0.000892
2012-08-28,0.001735,0.00037,-0.000989,0.005055,-0.004011
2012-08-29,-0.006496,-0.000647,0.000778,-0.011456,0.00179
2012-08-30,-0.000436,0.00185,-0.007208,-0.003392,0.002233
2012-08-31,0.02305,0.006464,0.004769,0.017867,-0.006239
2012-09-04,0.001583,-0.00367,-0.000921,-0.010588,0.001345
2012-09-05,-0.001034,-0.000368,-0.000851,0.00169,-0.000896
2012-09-06,0.00353,-0.006817,0.020297,-0.009559,-0.002689
2012-09-07,0.02153,0.001299,0.003895,0.01845,-0.010787
2012-09-10,-0.006827,0.000463,-0.005681,-0.000836,0.00318
2012-09-11,0.003646,-0.001852,0.002787,0.007253,-0.007699
2012-09-12,0.000119,-0.004917,0.003335,-0.001939,-0.000913
2012-09-13,0.020188,0.00289,0.015236,0.013041,-0.006396
2012-09-14,0.00286,-0.009388,0.004434,0.009039,-0.005057
2012-09-17,-0.008149,0.002064,-0.003396,-0.029587,0.001386
2012-09-18,0.007747,0.002528,-0.000818,-0.005035,0.00323
2012-09-19,0.000116,0.002335,0.000546,-0.040765,-0.00322
2012-09-20,-0.001572,0.000559,6.8e-05,0.01143,0.004615
2012-09-21,0.002858,0.002142,-0.005726,-0.000579,-0.000919
2012-09-24,-0.005292,0.00223,-0.001542,-0.011598,0.002299
2012-09-25,-0.001637,0.003709,-0.010608,-0.009974,0.001835
2012-09-26,-0.005622,0.004157,-0.005586,-0.012148,0.001831
2012-09-27,0.014899,-0.002116,0.009386,0.024295,-0.002971
2012-09-28,-0.002611,0.0,-0.004632,-0.000879,0.004813
2012-10-01,0.002356,0.000553,0.002605,0.00381,-0.002281
2012-10-02,-0.001132,-0.000645,0.001074,-0.006715,-0.000915
2012-10-03,0.001801,0.001014,0.004083,-0.041446,0.002746
2012-10-04,0.00696,-0.003961,0.007134,0.040785,-0.007074
2012-10-05,-0.005702,-0.004532,0.000103,-0.017384,0.00023
2012-10-08,-0.003302,0.003252,-0.003408,-0.003898,0.002298
2012-10-09,-0.006161,-0.002037,-0.009901,0.028898,0.006419
2012-10-10,-0.000877,0.002413,-0.00638,-0.009947,-0.002278
2012-10-11,0.00281,0.000926,0.000558,0.013298,-0.001826
2012-10-12,-0.007355,9.3e-05,-0.003278,-0.008457,-0.001372
2012-10-15,-0.010055,0.000277,0.008328,0.0,0.000458
2012-10-16,0.006356,-0.004715,0.010133,0.003971,-0.004121
2012-10-17,0.000708,-0.006316,0.004535,-0.001025,-0.005057
2012-10-18,-0.004429,-0.001776,-0.002599,-0.00088,0.004159
2012-10-19,-0.010777,0.004214,-0.016667,-0.021426,0.003682
2012-10-22,0.003653,-0.003357,0.000142,-0.013197,0.0
2012-10-23,-0.012855,0.004772,-0.013876,-0.028268,0.004585
2012-10-24,-0.003418,-0.002142,-0.002828,-0.010635,0.0
2012-10-25,0.007034,-0.003639,0.002907,0.004742,0.000913
2012-10-26,-0.000542,0.006369,-0.000566,0.000315,0.0
2012-10-31,0.005424,0.004095,0.0,-0.000315,-0.001824
2012-11-01,-0.004556,-0.003337,0.01047,0.008811,0.001371
2012-11-02,-0.020895,0.000837,-0.008892,-0.022146,0.006843
2012-11-05,0.003874,0.002416,0.002039,0.008293,0.002266
2012-11-06,0.018808,-0.004542,0.007835,0.030054,-0.001356
2012-11-07,0.001143,0.008381,-0.022664,-0.04148,0.001811
2012-11-08,0.00901,0.004432,-0.012024,0.002903,0.0
2012-11-09,-0.001012,9.3e-05,0.000869,0.013738,0.002259
2012-11-12,-0.002205,0.000643,0.00076,-0.004412,0.000451
2012-11-13,-0.00209,0.001194,-0.003435,-0.005698,0.000901
2012-11-14,0.000239,0.000275,-0.013499,0.011461,-0.00045
2012-11-15,-0.006282,-0.000461,-0.001691,-0.008813,0.0
2012-11-16,-0.001264,0.000642,0.004937,0.013897,0.001802
2012-11-19,0.011997,-0.002036,0.020239,0.023253,-0.004496
2012-11-20,-0.002859,-0.004115,0.000431,-0.022038,-0.000452
2012-11-21,0.001016,-0.001477,0.001868,0.005321,0.000452
2012-11-23,0.012234,-0.000555,0.013625,0.006227,-0.009485
2012-11-26,-0.001061,0.001665,-0.002122,-0.004022,0.000456
2012-11-27,-0.004249,0.002308,-0.005105,-0.006524,0.003191
2012-11-28,-0.012803,0.001289,0.008052,-0.005941,-0.001817
2012-11-29,0.003793,0.001012,0.004666,0.011953,-0.001365
2012-11-30,-0.006769,-0.000184,0.000246,0.012123,-0.000912
2012-12-03,0.000462,-0.001654,-0.004959,0.001228,-0.003193
2012-12-04,-0.010273,0.001749,-0.001414,-0.005982,-0.003204
2012-12-05,-0.001825,0.000827,0.00177,-0.005709,0.002296
2012-12-06,0.002315,0.000551,0.003392,-0.017381,0.005497
2012-12-07,0.004043,-0.002845,0.003064,-0.004106,0.001595
2012-12-10,0.003845,0.00092,0.000407,-0.00444,-0.001137
2012-12-11,-0.000905,-0.001931,0.006787,0.002549,-0.003643
2012-12-12,0.000724,-0.004238,0.000488,0.009851,-0.001828
2012-12-13,-0.008445,-0.001943,-0.006132,-0.006293,0.000916
2012-12-14,-0.00146,0.002225,-0.00368,0.007283,-0.005032
2012-12-17,0.001889,-0.005272,0.011716,0.00613,0.0
2012-12-18,-0.014352,-0.003876,0.011129,0.005468,-0.003218
2012-12-19,-0.002406,0.00137,-0.007429,0.015227,-0.000461
2012-12-20,-0.012122,0.000653,0.005752,0.001837,-0.000923
2012-12-21,0.003756,0.002702,-0.016056,-0.011305,0.005081
2012-12-24,0.001809,-0.001022,-0.003081,-0.003708,0.0
2012-12-26,0.000996,0.000651,-0.004215,0.028226,0.0
2012-12-27,0.002364,0.002045,-0.001329,0.001207,0.0
2012-12-28,-0.003847,0.002319,-0.010819,-0.004519,0.000919
2012-12-31,0.009221,-0.005275,0.016996,0.009988,0.001377
2013-01-02,0.007095,-0.004652,0.02563,0.013485,0.0
2013-01-03,-0.012073,-0.005047,-0.002231,-0.002365,0.008253
2013-01-04,-0.004715,0.000376,0.004363,0.004149,0.0
2013-01-07,-0.006295,0.000657,-0.002736,0.001181,-0.003183
2013-01-08,0.007088,0.00244,-0.002877,0.001179,0.001369
2013-01-09,-0.000436,0.000562,0.002545,-0.002356,0.003189
2013-01-10,0.009284,-0.0029,0.00795,0.00856,-0.009991
2013-01-11,-0.00568,0.00319,-6.8e-05,-0.003219,-0.002752
2013-01-14,0.00298,-0.000374,-0.00068,0.006459,-0.00138
2013-01-15,0.006302,0.002433,0.00068,-0.00846,0.002764
2013-01-16,0.000566,0.001307,-0.000136,0.008532,0.000919
2013-01-17,0.004304,-0.004568,0.00646,0.011377,-0.001836
2013-01-18,-0.001592,0.00281,0.00223,0.002884,0.004598
2013-01-22,0.003556,0.00084,0.005393,0.006902,-0.000915
2013-01-23,-0.00281,0.000467,0.001609,-0.011425,0.0
2013-01-24,-0.010968,-0.001679,0.000268,0.004334,0.0
2013-01-25,-0.00477,-0.006633,0.005622,0.000575,-0.00229
2013-01-28,-0.002241,-0.002069,-0.001198,0.0046,0.000459
2013-01-29,0.004367,-0.001508,0.003931,0.010017,-0.002754
2013-01-30,0.007454,0.000566,-0.003916,0.005667,-0.004142
2013-01-31,-0.006104,0.000849,-0.002466,-0.005917,-0.000924
2013-02-01,0.001551,-0.004713,0.010287,0.001984,-0.000925
2013-02-04,0.003407,0.005777,-0.011273,-0.016124,0.005093
2013-02-05,-0.000247,-0.003578,0.010131,0.007188,-0.000461
2013-02-06,0.002655,0.003024,0.000728,0.000286,0.003226
2013-02-07,-0.003387,0.000471,-0.001323,-0.010274,0.005512
2013-02-08,-0.001668,0.000753,0.005564,0.000577,0.000457
2013-02-11,-0.011574,-0.001035,-0.000198,0.012104,0.000913
2013-02-12,0.00119,-0.001036,0.001647,0.004556,-0.002281
2013-02-13,-0.005254,-0.003489,0.000862,-0.002551,0.000457
2013-02-14,-0.004414,0.004258,0.000914,0.002273,0.002742
2013-02-15,-0.016344,-0.000942,-0.001182,-0.015594,0.000912
2013-02-19,-0.002761,-0.001603,0.007495,0.006912,0.000455
2013-02-20,-0.025043,0.002172,-0.012463,-0.022597,0.007283
2013-02-21,0.007792,0.001979,-0.006079,-0.021656,0.004067
2013-02-22,0.002293,0.001223,0.009773,0.005085,0.00045
2013-02-25,0.008956,0.007704,-0.019027,-0.011607,0.004049
2013-02-26,0.012181,-0.001865,0.006846,0.003613,0.000896
2013-02-27,-0.010562,-0.000467,0.012598,0.0021,-0.004029
2013-02-28,-0.010157,0.001402,-0.001975,-0.01018,0.005393
2013-03-01,-0.00366,0.001306,0.003298,-0.009679,0.003129
2013-03-04,-0.000918,-0.00233,0.005325,-0.010385,-0.000446
2013-03-05,0.000525,-0.001028,0.008959,0.008951,-0.001338
2013-03-06,0.005578,-0.003179,0.001361,-0.004588,0.004018
2013-03-07,-0.003524,-0.003846,0.001786,0.012292,-0.004446
2013-03-08,0.000131,-0.005085,0.00429,0.003339,0.007593
2013-03-11,0.001834,0.000473,0.003796,-0.000303,-0.002216
2013-03-12,0.007844,0.002744,-0.002243,0.006659,-0.000444
2013-03-13,-0.003437,-0.000849,0.001445,-0.002105,0.004
2013-03-14,0.00013,0.000283,0.005292,0.00693,-0.003984
2013-03-15,0.002089,0.003493,-0.005742,0.005386,-0.004444
2013-03-18,0.008954,0.003293,-0.005519,0.001488,0.00625
2013-03-19,0.004505,0.003094,-0.002323,-0.017236,0.003106
2013-03-20,-0.004549,-0.003833,0.006985,0.011491,-0.002211
2013-03-21,0.005638,0.002627,-0.008549,-0.011958,-0.000199
2013-03-22,-0.004455,0.000374,0.00804,0.016944,-0.006007
2013-03-25,-0.001993,0.000748,-0.004177,0.007141,0.007136
2013-03-26,-0.00335,0.001028,0.008003,0.017725,-0.000443
2013-03-27,0.004137,0.004296,0.0,0.002903,0.003988
2013-03-28,-0.005729,-0.00186,0.003073,0.005789,-0.002648
2013-04-01,0.001295,0.001304,-0.003957,-0.002014,-0.00354
2013-04-02,-0.014482,-0.001954,0.004934,-0.000865,0.00222
2013-04-03,-0.011153,0.004195,-0.010139,-0.025686,-0.002215
2013-04-04,-0.002919,0.003992,0.004059,-0.01096,-0.001332
2013-04-05,0.016768,0.003144,-0.004504,-0.003294,-0.001779
2013-04-08,-0.004254,-0.003226,0.00678,0.00631,0.002673
2013-04-09,0.007755,0.00037,0.003457,0.004479,-0.004442
2013-04-10,-0.016891,-0.00416,0.012249,0.005648,0.000892
2013-04-11,0.00199,0.001114,0.003277,-0.010937,-0.002675
2013-04-12,-0.047004,0.005563,-0.00245,-0.027794,-0.001341
2013-04-15,-0.087808,0.002213,-0.023186,-0.03197,0.003133
2013-04-16,0.011347,-0.002852,0.014776,0.008574,-0.008032
2013-04-17,0.000527,0.001845,-0.014612,-0.023615,0.010796
2013-04-18,0.010762,0.000553,-0.006254,0.020316,-0.000445
2013-04-19,0.008712,-0.000552,0.008693,-0.007901,0.001781
2013-04-22,0.017937,0.000553,0.004438,0.013699,-0.000444
2013-04-23,-0.007397,-0.000644,0.010309,0.001257,0.003557
2013-04-24,0.010885,0.000461,0.000634,0.025078,-0.000443
2013-04-25,0.023561,-0.001105,0.004054,0.018096,-0.002216
2013-04-26,-0.005084,0.003594,-0.001766,-0.00391,-0.004442
2013-04-29,0.009864,-0.000367,0.006699,0.014795,-0.004462
2013-04-30,0.003303,-0.000184,0.002385,-0.013389,-0.00493
2013-05-01,-0.011627,0.002022,-0.008767,-0.023221,-0.000901
2013-05-02,0.00574,0.0,0.009287,0.033961,0.006763
2013-05-03,0.001198,-0.008528,0.010128,0.015527,-0.000448
2013-05-06,0.000422,-0.001295,0.002553,0.003822,0.00224
2013-05-07,-0.012452,-0.001389,0.005068,-0.003808,0.0
2013-05-08,0.014817,0.001206,0.004552,0.011467,-0.004694
2013-05-09,-0.011582,-0.000185,-0.00281,-0.006686,0.009656
2013-05-10,-0.008593,-0.005651,0.003248,-0.000878,0.005338
2013-05-13,-0.008381,-0.00177,0.000795,-0.008201,0.00177
2013-05-14,-0.004479,-0.004013,0.010334,-0.00886,0.003975
2013-05-15,-0.023075,0.002624,0.005356,0.00149,0.00264
2013-05-16,-0.004011,0.004767,-0.004665,0.007736,-0.00029
2013-05-17,-0.022522,-0.005395,0.009677,0.010038,0.005996
2013-05-20,0.030899,-0.000748,-6e-05,0.006694,-0.006108
2013-05-21,-0.016578,0.002621,0.001438,-0.009553,0.000439
2013-05-22,-0.007074,-0.007935,-0.007418,-0.019056,0.004388
2013-05-23,0.020236,0.001035,-0.002893,0.002391,-0.006553
2013-05-24,-0.006315,0.000376,-0.000858,-0.005069,-0.001319
2013-05-28,-0.002018,-0.011746,0.006001,0.012586,0.007045
2013-05-29,0.010038,0.004089,-0.006494,-0.02042,-0.007433
2013-05-30,0.013869,9.5e-05,0.003692,0.004532,-0.006608
2013-05-31,-0.020336,-0.002746,-0.014382,-0.019248,0.002661
2013-06-03,0.01934,9.5e-05,0.005537,0.016866,-0.007077
2013-06-04,-0.009377,-0.002563,-0.004807,0.001206,0.000445
2013-06-05,0.002145,0.004854,-0.013989,0.001807,-0.001781
2013-06-06,0.007453,0.001231,0.009041,0.010824,-0.012935
2013-06-07,-0.023804,-0.007758,0.012721,0.016062,0.001356
2013-06-10,0.004952,-0.002479,0.0,-0.004684,0.000451
2013-06-11,-0.005152,0.002485,-0.010328,-0.006176,-0.00857
2013-06-12,0.007505,-0.004481,-0.008265,0.007103,-0.000455
2013-06-13,-0.003799,0.007566,0.015209,0.008816,-0.003186
2013-06-14,0.005159,0.001331,-0.006303,0.011943,-0.000913
2013-06-17,-0.00491,-0.002373,0.007752,0.000576,-0.001828
2013-06-18,-0.01226,-0.000571,0.007875,0.005754,0.000916
2013-06-19,-0.011655,-0.01371,-0.013787,-0.005149,0.009149
2013-06-20,-0.053526,-0.004537,-0.024778,-0.033065,0.005893
2013-06-21,0.011731,-0.01057,-0.00207,-0.011894,0.00676
2013-06-24,-0.008956,-0.00245,-0.012636,0.012338,0.000895
2013-06-25,-0.003712,-0.001179,0.009646,0.002973,0.001789
2013-06-26,-0.042035,0.004033,0.009869,0.001778,0.005357
2013-06-27,-0.019784,0.005388,0.00587,0.015681,-0.000444
2013-06-28,0.027342,-0.001169,-0.004097,-0.004369,0.002221
2013-07-01,0.016959,-0.000976,0.00586,0.014336,-0.002216
2013-07-02,-0.008916,0.000391,-0.00093,0.015575,0.006664
2013-07-03,0.005748,-0.001952,0.000434,0.017893,-0.003972
2013-07-05,-0.021948,-0.016823,0.010789,0.020089,0.014621
2013-07-08,0.012025,0.00587,0.005674,-0.004103,-0.00262
2013-07-09,0.009288,0.001681,0.007228,0.009887,0.00394
2013-07-10,0.002736,-0.003555,0.000375,0.017949,-0.006542
2013-07-11,0.027201,0.010008,0.013608,-0.011221,-0.016023
2013-07-12,-0.000885,-0.000785,0.000418,0.014861,0.002454
2013-07-15,0.000403,0.003142,0.003851,0.002929,0.00089
2013-07-16,0.005717,0.000489,-0.003747,-0.005044,-0.007337
2013-07-17,-0.012571,0.004402,0.002538,0.008538,0.002464
2013-07-18,0.005595,-0.004675,0.005477,0.014286,0.001787
2013-07-19,0.00887,0.00548,0.001777,0.002869,-0.002676
2013-07-22,0.029814,-9.7e-05,0.001951,-0.013784,-0.004472
2013-07-23,0.006753,-0.001168,-0.002124,0.004483,-0.003145
2013-07-24,-0.017192,-0.006724,-0.003666,-0.018115,0.003605
2013-07-25,0.009335,0.001472,0.002433,0.004813,-0.006736
2013-07-26,0.000855,0.000882,0.001066,-0.009846,-0.000904
2013-07-29,-0.002407,-0.002055,-0.003075,-0.00215,0.0
2013-07-30,-0.002724,-0.000294,-1.2e-05,-0.012389,0.002262
2013-07-31,-0.001249,0.000687,0.000724,0.018817,-0.002483
2013-08-01,-0.01055,-0.010196,0.011558,0.024358,0.008373
2013-08-02,-0.001975,0.008518,0.001699,-0.008623,-0.005386
2013-08-05,-0.005223,-0.003143,-0.001462,-0.002899,-0.001354
2013-08-06,-0.013763,0.000296,-0.005682,-0.009781,-0.002711
2013-08-07,0.001452,0.003644,-0.00324,-0.012013,-0.004078
2013-08-08,0.021828,0.001472,0.003665,-0.004593,-0.003185
2013-08-09,0.0,0.000686,-0.002886,0.020358,0.000913
2013-08-12,0.017894,-0.001959,-0.001175,0.004522,0.002736
2013-08-13,-0.010764,-0.009027,0.002951,0.003708,0.005002
2013-08-14,0.009864,0.000891,-0.005129,0.005013,-0.000452
2013-08-15,0.020853,-0.00553,-0.013986,0.003938,-0.00679
2013-08-16,0.006758,-0.003889,-0.003306,0.004184,0.001823
2013-08-19,-0.004299,-0.004294,-0.006392,-0.00599,-0.000455
2013-08-20,0.003333,0.005416,0.004916,-0.017029,-0.004552
2013-08-21,-0.002869,-0.006284,-0.00616,-0.009328,0.00503
2013-08-22,0.005603,-0.000402,0.009115,0.009954,0.002275
2013-08-23,0.015737,0.005624,0.003372,0.010922,-0.001816
2013-08-26,0.004077,0.001997,-0.003721,0.000263,0.0
2013-08-27,0.009598,0.005681,-0.016084,0.023973,-0.003183
2013-08-28,-0.000292,-0.004063,0.003551,0.005403,0.004106
2013-08-29,-0.006144,0.000995,0.001586,-0.012794,0.006815
2013-08-30,-0.0092,-0.001889,-0.003167,-0.002592,0.001354
2013-09-03,0.013371,-0.007171,0.004522,0.007276,0.003155
2013-09-04,-0.012901,-0.00331,0.008273,-0.010836,-0.003369
2013-09-05,-0.018268,-0.007649,0.001267,0.009129,0.006536
2013-09-06,0.01475,0.006085,0.000482,0.017317,-0.005822
2013-09-09,-0.001789,0.002016,0.0096,-0.010671,-0.004955
2013-09-10,-0.016205,-0.004577,0.007373,-0.015537,0.0
2013-09-11,-0.000304,0.005003,0.003139,0.003782,-0.003622
2013-09-12,-0.0306,0.000101,-0.002656,0.010005,0.0
2013-09-13,0.001175,0.001307,0.002249,-0.000386,-0.000909
2013-09-16,-0.010718,0.002209,0.005787,-0.019048,-0.002274
2013-09-17,0.000395,0.002004,0.004463,-0.009709,-0.001823
2013-09-18,0.043557,0.0124,0.01158,0.024907,-0.011416
2013-09-19,-0.00197,-0.003457,-0.001682,-0.015512,0.001155
2013-09-20,-0.028767,0.000991,-0.011808,-0.008141,0.000738
2013-09-23,-0.003204,0.003763,-0.004628,-0.013238,0.000415
2013-09-24,0.000862,0.00365,-0.002354,-0.001342,0.001843
2013-09-25,0.008852,0.002703,-0.00289,-0.009135,-0.00322
2013-09-26,-0.007765,-0.002107,0.003845,0.005423,0.002307
2013-09-27,0.009234,0.001375,-0.004603,-0.003236,-0.003683
2013-09-30,-0.006126,0.001668,-0.005322,-0.002976,-0.000462
2013-10-01,-0.028007,-0.003721,0.007916,-0.004613,-0.000925
2013-10-02,0.019825,0.001671,-0.000945,0.020174,-0.003702
2013-10-03,0.000944,0.001374,-0.009221,-0.007483,-0.000929
2013-10-04,-0.005111,-0.002744,0.007577,0.004577,0.004649
2013-10-07,0.008773,0.000884,-0.008645,-0.004556,-0.002777
2013-10-08,-0.00188,-0.000491,-0.011647,0.004577,0.000464
2013-10-09,-0.010126,-0.001768,0.000725,-0.02037,0.004638
2013-10-10,-0.01459,-0.002165,0.021558,0.015048,0.001847
2013-10-11,-0.013438,0.001479,0.006443,-0.009434,-0.001843
2013-10-14,0.001876,-0.003348,0.003994,0.003265,-0.001847
2013-10-15,0.007327,0.000198,-0.007254,-0.010849,0.0037
2013-10-16,-0.001536,0.00484,0.013966,0.012339,-0.000461
2013-10-17,0.031407,0.005702,0.006683,-0.014626,-0.011065
2013-10-18,-0.004473,9.8e-05,0.006743,0.001924,0.0
2013-10-21,0.001025,-0.000684,6.9e-05,-0.013992,0.000932
2013-10-22,0.018586,0.006944,0.005791,-0.014747,-0.005589
2013-10-23,-0.005025,0.0017,-0.004789,-0.012991,0.000468
2013-10-24,0.009402,-0.001988,0.003322,0.001145,-0.001405
2013-10-25,0.004311,0.001749,0.004568,0.009431,0.000469
2013-10-28,0.000766,-0.00097,0.001591,0.006512,0.00164
2013-10-29,-0.006051,0.001359,0.005334,-0.003938,0.003041
2013-10-30,-0.00131,-0.002618,-0.004967,-0.015815,0.001866
2013-10-31,-0.014352,-0.001167,-0.002836,-0.004591,0.00675
2013-11-01,-0.006184,-0.007105,0.002389,-0.016172,0.00578
2013-11-04,-0.001103,0.00196,0.003519,-0.002608,-0.002759
2013-11-05,-0.001971,-0.0045,-0.003167,-0.01087,0.002305
2013-11-06,0.005057,0.003046,0.005106,0.015414,-0.00322
2013-11-07,-0.008176,0.002645,-0.012643,-0.006406,0.004615
2013-11-08,-0.01491,-0.011237,0.013491,0.001177,0.005742
2013-11-11,-0.003291,-0.000494,0.000169,0.007351,-0.002512
2013-11-12,-0.011464,-0.00089,-0.00203,-0.018097,0.000458
2013-11-13,0.003267,0.004156,0.008024,0.007729,-0.002288
2013-11-14,0.011559,0.004829,0.004989,0.000885,0.0
2013-11-15,0.000402,-0.000785,0.004351,-0.001474,-0.001835
2013-11-18,-0.011422,0.003534,-0.003499,-0.007674,-0.001379
